2009-07-02T14:56:00Z,Secretary of State,"EWWT, BEXP, ECON, EFIN, ETRD, PM, SP, FR, IT"
2009-07-02T14:27:00Z,UNVIE,"AORC, PREL, KNNP, IAEA, SP, JA, SI, SF, BE"
2009-07-02T13:56:00Z,Embassy Madrid,"ECON, EFIN, ELAB, PGOV, SP"
2009-07-02T13:07:00Z,Embassy Damascus,"EAIR, ECON, ETRD, ETTC, PGOV, PREL, SP, SY"
2009-07-02T12:10:00Z,Embassy Madrid,"PREL, PGOV, MARR, SP"
2009-07-01T11:24:00Z,Embassy Madrid,"EAID, EFIN, PK, SP"
2009-06-30T19:40:00Z,USUN New York,"PHUM, PREL, KIRF, KISL, SP, TU"
2009-06-29T17:40:00Z,Embassy Madrid,"ODIP, PREL, IR, SP"
2009-06-29T15:26:00Z,USUN New York,"PHUM, PREL, KIRF, KISL, SP, TU"
2009-06-29T14:46:00Z,UNVIE,"AORC, PREL, KNNP, IAEA, SP, JA, SI, SF, BE"
2009-06-26T16:32:00Z,Embassy Madrid,"AORC, ENRG, IAEA, KNNP, PREL, UN, SP"
2009-06-26T13:56:00Z,Embassy Madrid,"PREL, PINS, PTER, PINR, KHLS, KCIP, KCRM, SP, PGOV"
2009-06-26T13:52:00Z,Embassy Madrid,"ECON, EFIN, EIND, SP"
2009-06-26T11:12:00Z,Embassy Abuja,"PGOV, PREL, NI, RS, SP"
2009-06-26T11:12:00Z,Embassy Madrid,"PREL, PGOV, MARR, NATO, SP"
2009-06-24T12:58:00Z,Embassy Madrid,"PREL, PGOV, PTER, PHUM, MOPS, KAWK, KISL, KPAO, SP"
2009-06-22T15:09:00Z,Embassy Madrid,"ETTC, KNNP, PARM, TRGY, SP"
2009-06-22T13:59:00Z,Embassy Madrid,"KIPR, SP"
2009-06-22T11:59:00Z,Secretary of State,"ETTC, KOMC, SP"
2009-06-19T15:25:00Z,Embassy Madrid,"ECON, EFIN, EIND, ELAB, ENRG, SP"
2009-06-17T06:57:00Z,Embassy Madrid,"ENRG, TRGY, BEXP, BTIO, SP"
2009-06-15T12:55:00Z,Embassy Madrid,"EAIR, ETRD, ETTC, PGOV, PREL, SP, SY"
2009-06-15T09:23:00Z,Embassy Madrid,"ECON, EFIN, SP"
2009-06-15T06:24:00Z,Embassy Madrid,"USUN, PREL, SP"
2009-06-12T10:04:00Z,Embassy Madrid,"PGOV, PREL, EU, SP"
